Lieu_ID,Lieu,Lieu_Proche_ID,Lieu_Proche,Distance
ChIJcaKTEHNy5kcRbiW9PRaJKK4,Fondation Eugène Napoléon,ChIJZ6qh5wty5kcRBnl06atcENM,Médiathèque Violette Leduc,0.6907
ChIJW9r-LWvsC0ERCbWwjs9JMT0,Paris Antoinette (ex Paris d'enfants),ChIJ_aPYd-pt5kcRW568PKcFoMc,Buono Sano Bello,0.6907
ChIJZ6qh5wty5kcRBnl06atcENM,Médiathèque Violette Leduc,ChIJcaKTEHNy5kcRbiW9PRaJKK4,Fondation Eugène Napoléon,0.6907
ChIJLcixdWBy5kcRQiNui3xrfAk,Palais de la Porte Dorée,ChIJT7dCCWBy5kcRtrVlfZa9rG8,Musée national de l'histoire de l'immigration,0.6907
ChIJlZ8JK99v5kcRgU5WH7250GU,Église catholique Saint-Pierre-du-Gros-Caillou,ChIJYdFBECdw5kcRhqMkIyDsQu0,Hôtel Le Walt by Inwood Hotels,0.6908
ChIJE0DvDbRx5kcRowVGzhyZJ28,Le Saut du Crapaud,ChIJkc5OT7Rx5kcRJx30EIJaxvM,L'Assiette,0.6908
ChIJkc5OT7Rx5kcRJx30EIJaxvM,L'Assiette,ChIJE0DvDbRx5kcRowVGzhyZJ28,Le Saut du Crapaud,0.6908
ChIJM2edftht5kcR6qPUVbIqrrM,Chez Magda,ChIJe6rlcMVt5kcRjKFJn-O63cY,Bibliothèque Crimée,0.691
ChIJe6rlcMVt5kcRjKFJn-O63cY,Bibliothèque Crimée,ChIJM2edftht5kcR6qPUVbIqrrM,Chez Magda,0.691
ChIJ8TiNQ6xz5kcRXl7jsfUd0-o,Le Square Trousseau,ChIJidPqDxJy5kcRX5HH0fEiqQg,Mon Colonel,0.6912
ChIJidPqDxJy5kcRX5HH0fEiqQg,Mon Colonel,ChIJ8TiNQ6xz5kcRXl7jsfUd0-o,Le Square Trousseau,0.6912
ChIJob36tPlt5kcRdyRWnDfcLfM,Théâtre la Boutonnière,ChIJ5SGsNgZy5kcRPHrSWxkajAA,Feuilles en folie,0.6914
ChIJR_IvgSFu5kcRRRL6CKUL3Ak,Le Garde Robe,ChIJKzegdyVu5kcRmu5GJO1fAiY,Zen,0.6916
ChIJx5949zBu5kcR53DQVwgwFl0,Earth'K Bar à tapas et cocktails,ChIJCc2k6P1v5kcR5yP1ATyLuVI,LE BAB OPERA | BAR A BIERES PARIS,0.6916
ChIJ6-y4ELFv5kcR4oXq-wCp70c,Les Beaux Gamins,ChIJWRDpBf9v5kcRw5dzBK8kPqY,Papilla Brochant,0.6917
ChIJm7G6N6xv5kcRLDH2ttwrhRs,Café Compagnon,ChIJ-0A5pBNu5kcRnRg0gVkP3nY,Le Cham' Bar,0.6918
ChIJQSKYkNBx5kcRzhNAu3ZMc34,Le 27 Madame,ChIJz1ZMihxx5kcRKbP6nhl8Cwo,A Braccetto,0.6918
ChIJLeO-hJJ75kcRtjvDPIDUCrg,Polo Auteuil Restaurant,ChIJA6XInKV65kcRkPhMLZcFWO8,Petit Bistrot d'Auteuil,0.6918
ChIJ-0A5pBNu5kcRnRg0gVkP3nY,Le Cham' Bar,ChIJm7G6N6xv5kcRLDH2ttwrhRs,Café Compagnon,0.6918
ChIJA6XInKV65kcRkPhMLZcFWO8,Petit Bistrot d'Auteuil,ChIJLeO-hJJ75kcRtjvDPIDUCrg,Polo Auteuil Restaurant,0.6918
ChIJ00adOOVx5kcR_d1U2K10FTY,Bibliothèque MIR - Mathématiques Informatique Recherche - Sorbonne Université,ChIJWYIXC-dx5kcRcEf1Jo4qiPg,Hôtel du Collège de France,0.692
ChIJj0LQ43pv5kcRbWmQw9cn-Uo,Happiness Bar,ChIJkx3dyhZu5kcRmvRRL82mdk4,BOULINIER,0.692
ChIJ56_YHeFx5kcRXURgPuqkdm8,Le Petit Châtelet,ChIJSRtqwxxu5kcRj9KfcP8YN_k,Lafayette Anticipations - Fondation d'entreprise Galeries Lafayette,0.692
ChIJu_IS7-Jv5kcRgRZXlk6lMbQ,La Grande Colette,ChIJyTM2z-Jx5kcREjW4IAFYiR0,Le Louis Philippe,0.6921
ChIJyTM2z-Jx5kcREjW4IAFYiR0,Le Louis Philippe,ChIJu_IS7-Jv5kcRgRZXlk6lMbQ,La Grande Colette,0.6921
ChIJo_rCDPpt5kcRERUEZ-SZRbk,Akteon Théâtre Paris,ChIJZQ4MZPFt5kcRxOzBSgEC3qw,La Trockette Café-Atelier,0.6922
ChIJZQ4MZPFt5kcRxOzBSgEC3qw,La Trockette Café-Atelier,ChIJo_rCDPpt5kcRERUEZ-SZRbk,Akteon Théâtre Paris,0.6922
ChIJk_DvKA5u5kcRoN2kLF2VhT0,Porte Saint-Martin,ChIJdVWQnhVu5kcR65HtsubO-aM,Église Saint-Eugène-Sainte-Cécile,0.6922
ChIJV4Xlfxhx5kcRzg3cMn6YH5Q,Maison du Moulin Vert,ChIJeYDcuLVx5kcRAfIrdSZLIbs,Graphik Montparnasse,0.6922
ChIJITTaNvNv5kcRRwygQnohkSg,Théâtre du Petit saint-Martin,ChIJdzv7ZRdu5kcRxMGLqTNqNeI,Les Domaines Qui Montent - Caviste - Quartier Montorgueil,0.6923
ChIJ5WeFCj9u5kcR7-yd40IpLKY,Musée de la Franc-Maçonnerie,ChIJZ45zSO5v5kcRp7TqGnEbdLg,Le Sâotico,0.6925
ChIJWbxjGCJw5kcRkH3b0lzVfeI,Carmine Café,ChIJKzxK3iZw5kcRNhKpZM_-5fU,Café des officiers,0.6926
ChIJSUwMr9lv5kcR3alJftfvBeA,Hôtel Saint Dominique,ChIJWXuWvtlv5kcRtGReUcoY_nM,The Club,0.6926
ChIJWXuWvtlv5kcRtGReUcoY_nM,The Club,ChIJSUwMr9lv5kcR3alJftfvBeA,Hôtel Saint Dominique,0.6926
ChIJQ6o5X-dx5kcRrQ6YtSSLiMg,Square Samuel Paty,ChIJsRVH-dxx5kcRN-V5vBOYljg,Pub O'Prince,0.6928
ChIJX9SsAudx5kcRgrH1PAFDTHY,Statue du Poète Roumain Mihai Eminescu,ChIJ05B97uBx5kcRn7gJ_nuL13g,Café de Paris V,0.6928
ChIJPfEaRmJt5kcRTaTPsGv_mcU,La Renaissance,ChIJk6ZKLXhu5kcRhd7LAsdT_dI,Le Grand Parquet,0.6929
ChIJk6ZKLXhu5kcRhd7LAsdT_dI,Le Grand Parquet,ChIJPfEaRmJt5kcRTaTPsGv_mcU,La Renaissance,0.6929
ChIJvaJzFxZu5kcRaCfD8fkDrjk,Théâtre le Métropole,ChIJix1lfzRv5kcRO4Ndjm9C1NE,Le Sacré Comédie,0.693
ChIJix1lfzRv5kcRO4Ndjm9C1NE,Le Sacré Comédie,ChIJvaJzFxZu5kcRaCfD8fkDrjk,Théâtre le Métropole,0.693
ChIJIbZBRIxv5kcRPrhYs1BXVJ0,Republic Square Paris,ChIJizpx8Q5u5kcR_8_3JEtgp9c,Bibliothèque Claire Bretécher,0.6931
ChIJ5wbb4tRx5kcROl0RZsSrzlY,Café Varenne,ChIJy9QncdRx5kcRPRVlQTqPIjQ,Maison Chomel,0.6931
ChIJ30PJTf9v5kcRo72ks5WsbsY,Hôtel Vinci Due & Spa - Paris 7e,ChIJ4bG0R-px5kcR-YufGIIXUkc,Blueberry Maki Bar,0.6931
ChIJ4bG0R-px5kcR-YufGIIXUkc,Blueberry Maki Bar,ChIJ30PJTf9v5kcRo72ks5WsbsY,Hôtel Vinci Due & Spa - Paris 7e,0.6931
ChIJzT10c1pu5kcRfC5eS_EEzBs,Librairie L'Eternel Retour,ChIJ0bhsfZ5v5kcRuxKDFTrR6cA,Les P'tits Potes - Bar à vin de copains,0.6934
ChIJ-e_8s0hu5kcRqD2wW9A_gx4,Le Barbiche Pigalle,ChIJYcEmVEdu5kcRvNwazJtum3k,Les Saisons,0.6935
ChIJdyxtko5x5kcR9IPmD_blOkw,Ba Mien Restaurant,ChIJZ1bLJ49x5kcRUbYpGkHhU5g,Restaurant Mondol Kiri,0.6936
ChIJAVKEHZJv5kcRZHgLrnBt-BI,The 38 Bar,ChIJoWPcwe1v5kcRQTjQWdtbRv8,L'INAPERÇU,0.6937
ChIJwdG4rlJv5kcRlWo4hBLZalQ,Gagosian,ChIJPX0OldJv5kcRt49e2wrRtgk,Statue de Strasbourg,0.6937
ChIJYUweozpu5kcRTyO2eRFXxJU,Café Dalayrac,ChIJO1gvpCJu5kcRPD3aJQKITbc,BRASSERIE LE TAMBOUR,0.6938
ChIJiQ4Cef1x5kcR7EA1H8zkUyQ,Tamarind Restaurant Thaï,ChIJ8dwEGYhv5kcRM2RtiBluZV8,Salōn Marais,0.6938
ChIJRzwYmz5u5kcRYb4FvNuBpqM,Théâtre Grévin,ChIJlWaXYT5u5kcR6Lzj5L4i9rs,Théâtre du Nord-Ouest,0.6939
ChIJJeY-nDFu5kcRVa0I9yWtAX8,Frog Hop House,ChIJcRxUosBv5kcRBxXCtCzcxwQ,Bar Lumen,0.6939
ChIJfUtHMbZv5kcRXeEsBiMdaNw,Brady's irish pub,ChIJPx6r78dv5kcRbe8x_BQa5Ro,Studio Hébertot,0.694
ChIJz432B3hx5kcRp9BF9kr3jZs,Restaurant Aux Perchés,ChIJG8B_Ftlx5kcRgTecvc-2MIg,Welcome Hotel Paris Saint Germain des Prés,0.6941
ChIJVccn-R1u5kcRF9FsB_tpRpk,BISTROT MARGUERITE,ChIJyTM2z-Jx5kcREjW4IAFYiR0,Le Louis Philippe,0.6944
ChIJrfoNjI5x5kcRUQapgtjxF0M,Viet Thai,ChIJv8vB1JFx5kcRP2gOH2Jgsl8,Le Petít Café,0.6945
ChIJv8vB1JFx5kcRP2gOH2Jgsl8,Le Petít Café,ChIJrfoNjI5x5kcRUQapgtjxF0M,Viet Thai,0.6945
ChIJJafICapv5kcR50zOCSBBjGI,RESTAURANT LE CARDINET,ChIJJUgrxjhv5kcRWdVq0yLAqAk,Théâtre de Marionnettes du Parc Monceau,0.6947
ChIJJUgrxjhv5kcRWdVq0yLAqAk,Théâtre de Marionnettes du Parc Monceau,ChIJJafICapv5kcR50zOCSBBjGI,RESTAURANT LE CARDINET,0.6947
ChIJZ-qVK7Rv5kcRIPykSE3bCaU,Petit Théâtre de Naples,ChIJ47IJnTVu5kcR1EaGuWvTF8s,L'Heure de tous - Armand Fernandez,0.6948
ChIJW01ew2Zx5kcRY4ikZxp_oiM,The OakenShield Tavern,ChIJ94_QouVx5kcRq0R6nCHJDyY,Hotel Vendome Saint-Germain,0.6949
ChIJ-bF0VAhu5kcRg7-tToTSzy0,CAMILA,ChIJ3xYlQNtx5kcRkdMnCFNLiak,Kaplan,0.6949
ChIJ3xYlQNtx5kcRkdMnCFNLiak,Kaplan,ChIJ-bF0VAhu5kcRg7-tToTSzy0,CAMILA,0.6949
ChIJU8F9lLRv5kcRS7FHohy_K7o,Cité Bergère,ChIJMVgqJ0du5kcReVW2R83pVrU,Bistrot Smiley,0.6949
ChIJI6w_TQBy5kcR6EBiWuO5csM,Café Français,ChIJM9x9V_1x5kcRaA8G84Jl4X0,"La Perla Bar Paris, meilleur bar à Tequila Paris, bar et restaurant mexicain, mezcal Paris, bar à cocktails",0.6951
ChIJM9x9V_1x5kcRaA8G84Jl4X0,"La Perla Bar Paris, meilleur bar à Tequila Paris, bar et restaurant mexicain, mezcal Paris, bar à cocktails",ChIJI6w_TQBy5kcR6EBiWuO5csM,Café Français,0.6951
ChIJaYdJTa1v5kcR9PxgWPi7UqQ,CHOPE-MOI Pigalle,ChIJ5wCp039v5kcR6UgXBd4REeE,Compagnie Olivia Cros - Cours de théâtre / Formations,0.6952
ChIJRVgJ4XNt5kcR7b_C7T5sDrw,COEUR épicerie saine,ChIJ_6FgXfJt5kcR45rMH_eJ9kM,Haut les cœurs,0.6952
ChIJ5wCp039v5kcR6UgXBd4REeE,Compagnie Olivia Cros - Cours de théâtre / Formations,ChIJaYdJTa1v5kcR9PxgWPi7UqQ,CHOPE-MOI Pigalle,0.6952
ChIJhUXphK9v5kcRwzqYp1QAdSI,citizenM Paris Opera hotel,ChIJcRp1jztu5kcRWEWj595zg6A,Bissac,0.6953
ChIJu1uipYxx5kcRBqE61x6bq3w,Atelier Art LI JIN,ChIJmycOpotx5kcRbYKGJsqE8r0,La Halte Paris 13,0.6954
ChIJEdlEg61x5kcREuNjPw2rkLU,Café Signes - Entraide Union,ChIJ7R2OG7Vx5kcRRUQZ1UYCXMM,Café du Château chez César et Paulo,0.6954
ChIJmycOpotx5kcRbYKGJsqE8r0,La Halte Paris 13,ChIJu1uipYxx5kcRBqE61x6bq3w,Atelier Art LI JIN,0.6954
ChIJq7xv1C9u5kcRvWJSB4VSl_0,Le Rubis,ChIJcwbSyjFu5kcRug6RvZpzlWs,inavoué restaurant,0.6955
ChIJfVRJpmxv5kcRKRSzTg1U5i8,La Scène Parisienne,ChIJVf9t6hZu5kcRX_39jHv1Fts,Église Notre-Dame-de-Bonne-Nouvelle,0.6955
ChIJVf9t6hZu5kcRX_39jHv1Fts,Église Notre-Dame-de-Bonne-Nouvelle,ChIJfVRJpmxv5kcRKRSzTg1U5i8,La Scène Parisienne,0.6955
ChIJUcyFxxxv5kcRF2lLWhD03L4,CHEZ HAKI,ChIJCS4FGAVu5kcRL7xM7jfNxrg,L'Etoile Berbère,0.6957
ChIJ5f8kUVVl5kcRmBHh-jxgjRE,Le Macis Café,ChIJNzSHDwBw5kcRidqYbXaGCAA,Settebello,0.6957
ChIJadrycOJx5kcRt-zqRTawBl4,Statue d'Étienne Marcel,ChIJizggvyBu5kcRqb8xJVCQPQE,Square du Vert-Galant,0.6957
ChIJw993tTly5kcRWElAJp7EVtw,Le Lavo//matik,ChIJ_QXXZ7Nz5kcRaFELYKzgKWM,Yellow Cube Gallery,0.6958
ChIJfy7g01pu5kcR-sGS7srWCYA,La Boîte aux Lettres,ChIJ81Z3EIhv5kcR-eurCHPgU14,adraba,0.6958
ChIJ_QXXZ7Nz5kcRaFELYKzgKWM,Yellow Cube Gallery,ChIJw993tTly5kcRWElAJp7EVtw,Le Lavo//matik,0.6958
ChIJwTr3nn5x5kcRgVAfdfl7ha8,Fuwa Fuwa,ChIJGZJeECVy5kcRqLxoR1gp0Qk,Le Limousin,0.6958
ChIJGZJeECVy5kcRqLxoR1gp0Qk,Le Limousin,ChIJwTr3nn5x5kcRgVAfdfl7ha8,Fuwa Fuwa,0.6958
ChIJIy4wVKVx5kcRvKK5yr9HGUs,Enceinte Charles V,ChIJS_ydgf9x5kcR22-YV_DFtII,Temple du Marais,0.6959
ChIJ2d9xuFpx5kcRdvHHPYk8HTs,Partage Café,ChIJ_ScCPD5w5kcRuCUV4DJ0024,L'Inattendu,0.6959
ChIJlwwDkOxv5kcRbaSJSKYoEgs,CAFÉ LATERAL,ChIJ01tii-xv5kcRUCh3Dxbd6tg,Hôtel Splendid Etoile,0.6962
ChIJW3lz7RZt5kcR1fxpr9IiDps,Becquetance,ChIJCxv3v5Rt5kcRg2oTJUvAGBI,Le Rigodon,0.6963
ChIJm2s0bPtv5kcR-p42XuFt7rw,Café du Trocadéro,ChIJXQvlQftv5kcROZUkVMlEAdo,Carette,0.6966
ChIJXQvlQftv5kcROZUkVMlEAdo,Carette,ChIJm2s0bPtv5kcR-p42XuFt7rw,Café du Trocadéro,0.6966
ChIJT599rCBu5kcRlg5veKx-2DQ,Monnaie de Paris,ChIJ7zwYudhx5kcREmieZ6wEkJk,Le Balto,0.6968
ChIJx8BKXAdy5kcRDCNVYFQMsXA,Café Divan,ChIJY8MJzPht5kcRQcGqoVFqxxE,Café Bel-Air,0.6968
ChIJsYYg20pw5kcRK1d4jJClAnU,Louisette bar à grignoter Paris 14ème,ChIJi___GExw5kcREaMQa13_BCs,LIBRAIRIE ANCIENNE et MODERNE B. FAURE,0.6969
ChIJi___GExw5kcREaMQa13_BCs,LIBRAIRIE ANCIENNE et MODERNE B. FAURE,ChIJsYYg20pw5kcRK1d4jJClAnU,Louisette bar à grignoter Paris 14ème,0.6969
ChIJi2M3psZx5kcRMP_MJogBcZE,Fontaine des Quatre-Parties-du-Monde,ChIJYzc2QhVx5kcRFSTi-Bcr1mg,Singh,0.6969
ChIJc2FIpXpu5kcRtOqzHbP8b_c,Théâtre La Reine Blanche Scène des Arts et des Sciences,ChIJfYLUPwJv5kcRjhs-TVsXFs0,Balou Paris 10,0.697
ChIJCWBW_J5v5kcR2RT_opzQi34,Faste - Croque monsieur Paris,ChIJJa2zzUFv5kcRb84DZAWvWX0,Restaurant Mâche,0.697
ChIJJa2zzUFv5kcRb84DZAWvWX0,Restaurant Mâche,ChIJCWBW_J5v5kcR2RT_opzQi34,Faste - Croque monsieur Paris,0.697
ChIJAdbwJaVv5kcRali4wKRxp_w,17e Arts Ecole de Théâtre,ChIJqWsAjKRv5kcRq4j0K4LXWKk,Grande Loge Nationale Française (GLNF),0.6971
ChIJl0QX6bdv5kcRk6e6olU2eLw,Keepcool Paris 8 Monceau,ChIJ0-OQK89v5kcRXguvsj94NRk,Café Antonia,0.6972
ChIJT-EuezFv5kcRqbbPw3OH-kI,Berchoux,ChIJ7Z5prWBu5kcR4QfhnbXRB34,La Trincante,0.6972
ChIJpeZVkh5u5kcRlgAMWV9ozpU,Le Black Dog,ChIJ8eZjThxu5kcRc61UuGNay6k,Bpi - Bibliothèque publique d’Information,0.6972
ChIJ7Z5prWBu5kcR4QfhnbXRB34,La Trincante,ChIJT-EuezFv5kcRqbbPw3OH-kI,Berchoux,0.6972
ChIJuyywhtht5kcRas0EijVovak,Rotonde de la Villette,ChIJhUVwal9t5kcR1rYUjO5nyKY,Soup'son,0.6974
ChIJq6o-kEhu5kcRqKtHvUsbnb4,Le 1ᵉʳ Étage SoPi - Montmartre,ChIJiwcq3Gtu5kcRPdk77kQIE5Y,Librairie Nordest,0.6975
ChIJNceV7tVv5kcRuCnjOQymsdI,Au Coin de la Rue,ChIJWVZfuthv5kcRzBf6XxijHO0,Le Roussillon,0.6975
ChIJfyKgQRhy5kcR8skTWmVAB74,La Paillote,ChIJidPqDxJy5kcRX5HH0fEiqQg,Mon Colonel,0.6975
ChIJoe8g0Ghy5kcRjddkvGKl_YY,Atout Livre BD,ChIJk0HMcJ1z5kcRN7iT88Uu_Uk,Le 12 Lounge Paris,0.6976
ChIJlyZ5jhNu5kcRbdaOx1mZ5Ws,Fuero,ChIJ9ZPVQFJv5kcRyMvhErfKBho,La Quéquetterie,0.6976
ChIJ1ZI_Io1v5kcRKlpSWc6w0GA,L'Ambre,ChIJtxiDeo1v5kcRRW-JQzlhqso,Amici - Bar à vins italiens,0.6976
ChIJL7rqyN9x5kcRk59hv935rB0,The Great Canadian Pub,ChIJE4O38dlx5kcR6XUA5VZAebA,La cave Saint-Germain,0.6977
ChIJE4O38dlx5kcR6XUA5VZAebA,La cave Saint-Germain,ChIJL7rqyN9x5kcRk59hv935rB0,The Great Canadian Pub,0.6977
ChIJl4WPAWtu5kcRBep10l2wNr8,Les Ateliers Comédie : école de théâtre à Paris,ChIJe1mE67lv5kcRVrV5yk842qk,Fruity Café,0.6978
ChIJe1mE67lv5kcRVrV5yk842qk,Fruity Café,ChIJl4WPAWtu5kcRBep10l2wNr8,Les Ateliers Comédie : école de théâtre à Paris,0.6978
ChIJp2I7D1lx5kcRJ9529apSGu8,Hôtel Rosalie,ChIJs515J49x5kcRVhDXMFTdgXU,Lao Douang Chan,0.6979
ChIJpVWvJI5t5kcRqgBf4oQqbxM,La Colline - théâtre national,ChIJY98Ff4Zt5kcRySbuJdxDkrU,Médiathèque Marguerite Duras,0.6981
ChIJY98Ff4Zt5kcRySbuJdxDkrU,Médiathèque Marguerite Duras,ChIJpVWvJI5t5kcRqgBf4oQqbxM,La Colline - théâtre national,0.6981
ChIJF8zPDB5u5kcRmBaLg05zaG4,The Green Linnet,ChIJ2399TQJu5kcRgmrmfEy8zeE,Le Voltigeur,0.6983
ChIJK5lZTx9u5kcRmu-l8JsycNg,Carpe Diem Café - Paris,ChIJKdyMzyNu5kcRzc5n9KIiV4c,Prêt à Manger,0.6983
ChIJW0ajgSVu5kcRGqBGmBa6J-I,Le Musset,ChIJcwbSyjFu5kcRug6RvZpzlWs,inavoué restaurant,0.6985
ChIJ8cewpZVv5kcRmRE_LdqRKfY,Le poncelet,ChIJu-kYautv5kcRkQe9ga-vMu4,Hôtel Plaza Etoile,0.6988
ChIJlxUQPoFt5kcRKp8PEmDuS-k,Théâtre aux Mains Nues,ChIJcRih0I9t5kcRf22GurC_PGo,CAFÉ CHARLOTTE,0.6988
ChIJu-kYautv5kcRkQe9ga-vMu4,Hôtel Plaza Etoile,ChIJ8cewpZVv5kcRmRE_LdqRKfY,Le poncelet,0.6988
ChIJZ3Y1yLZx5kcRFwprHiKGTt0,Magicien Elfia Paris spectacle de magie & magie close up & mentaliste,ChIJ1YmXtDpw5kcRudsHSQo9Mx4,Librairie Valentin,0.6989
ChIJuVkISDNu5kcRHNEIxm0Y7Rk,Écluse Madeleine,ChIJXw-DHTVu5kcRHn5-7MPZEkc,France Loisirs,0.6991
ChIJLStXmQ1u5kcRt8jgf1G497E,Le Renouveau,ChIJB4Cj9w1u5kcRnQMrEjk4Ehg,La Petite Louise,0.6991
ChIJB4Cj9w1u5kcRnQMrEjk4Ehg,La Petite Louise,ChIJLStXmQ1u5kcRt8jgf1G497E,Le Renouveau,0.6991
ChIJrwsuZCtu5kcR8jigdeGGR_8,Statue de Thomas Jefferson,ChIJcRxUosBv5kcRBxXCtCzcxwQ,Bar Lumen,0.6992
ChIJAXpH1rZv5kcRySj3uCqQ7WE,La Demeure Monceau,ChIJayZIYVFv5kcRkpC043Z3KSU,Café Joyeux,0.6993
ChIJayZIYVFv5kcRkpC043Z3KSU,Café Joyeux,ChIJAXpH1rZv5kcRySj3uCqQ7WE,La Demeure Monceau,0.6993
ChIJNeacFDVu5kcRkM6gzCDt0u0,Café Marco Polo,ChIJd7UGeLNv5kcR3tYKyrigq3s,Brasserie Le Paris Rome,0.6995
ChIJd7UGeLNv5kcR3tYKyrigq3s,Brasserie Le Paris Rome,ChIJNeacFDVu5kcRkM6gzCDt0u0,Café Marco Polo,0.6995
ChIJsZGOditw5kcROu_Vq8BJiYc,Hotel de Suede Saint Germain,ChIJd4VO89Nx5kcRGf-46escP9E,Square Boucicaut,0.6997
ChIJ4fncyRlu5kcRMmKoJutb3hE,Théâtre Mélo d'Amélie,ChIJyZVUTj1u5kcR_U0cNl67lOk,Café élémentaire,0.6997
ChIJxfzgCk9u5kcRz4bfhnd-Mrk,Atelier-Théâtre de Montmartre,ChIJfZcRUUVu5kcRNYNZmU7q2M0,Hôtel Bonséjour,0.6999
ChIJq5R_KHVy5kcR46l3B8-T4ls,Fulgurances,ChIJefEuZQpy5kcRi2FaY4jYdvY,RPR Le Repaire de Charonne,0.6999
ChIJ_QwlZC9u5kcRM4LKKEFIOTE,Loulou,ChIJKdyMzyNu5kcRzc5n9KIiV4c,Prêt à Manger,0.7
ChIJzTbvYtVv5kcR0LyU5Kh1t_Q,Bibliothèque Saint-Simon,ChIJb_TOr9Vx5kcR21fI0RlcIeI,Hotel Saint-Germain,0.7001
ChIJ-QJUb09t5kcR3eoqIR0n3tw,Café Zoïde,ChIJt9Awb1ht5kcRCr_4bEmnx_U,Désirée Café Cantine,0.7003
ChIJj9TtYtZx5kcR8yxAsIede5E,Librairie - Sciences Po,ChIJQ8pJ8F9v5kcRyvHV5QVQ6eQ,Les Parisiens Restaurant by Thibault Sombardier,0.7006
ChIJ_woWC21v5kcRYvHFwUcxBxE,Café Tranquille,ChIJS9TDFGNv5kcRohGderTC1JM,Stany's,0.7008
ChIJcbQ1jult5kcRcoyoLzOxywg,L' Artisan Libanais,ChIJdVGh_r1t5kcRyu3UvmcAvGo,Kissproof Belleville,0.7008
ChIJAQCc79Jv5kcRgZB7ykjWXoY,Fontaine des Mers,ChIJ12qSMc5v5kcRgtubv0mh5N8,Jardins des Champs-Élysées,0.7009
ChIJ12qSMc5v5kcRgtubv0mh5N8,Jardins des Champs-Élysées,ChIJAQCc79Jv5kcRgZB7ykjWXoY,Fontaine des Mers,0.7009
ChIJw_cV8Btu5kcRWM7vwSaK4pI,Chez Loulou,ChIJMWrovgNu5kcRmRbRK7zMYGs,Des Gars dans la Cuisine,0.7012
ChIJ4xaUA7tx5kcROqjf-D9TutU,Meshuga - Deli Street food Paris 6,ChIJczdntN5x5kcR0WZAZHVFVKM,Café Louise,0.7012
ChIJc3k1p-Zx5kcRBtr6wcEoNy4,Otiamo,ChIJgzF7fOZx5kcRPH7ZB6ELICE,Ecoles Cinéma Club,0.7013
ChIJh0EY0Zlx5kcRF4nQOZVFB58,Chez Papa 13,ChIJ6yHMF4hx5kcRMOPGcynDBBc,Les Affranchis,0.7014
ChIJF_-q7OBt5kcRaqMXT5v2HHM,Théâtre Le Mouchoir de Poche,ChIJi1LCoe1t5kcR0iywjxxqRzU,Toutanou,0.7014
ChIJoddDYPtv5kcRZ098Ii9LUGo,Association des Amis du Musée de la Marine,ChIJ0ceOuhtv5kcRs4hvxXcuTWQ,Octave,0.7014
ChIJ6yHMF4hx5kcRMOPGcynDBBc,Les Affranchis,ChIJh0EY0Zlx5kcRF4nQOZVFB58,Chez Papa 13,0.7014
ChIJSQ98rbZx5kcRSW0E_MiWvfE,Les Pipelettes,ChIJi994frZx5kcRKNYXb8J4sEg,Le Cornichon - Maison fondée en 2011,0.7015
ChIJzyc8Y6965kcRc9TqmT5P0to,Bibliothèque Pour Tous Théophile Gautier Adulte et Jeunesse,ChIJ374cYKx65kcR42ICwUdarlc,Numéro 41,0.7015
ChIJ4wHgDEJu5kcRY5m5QZObcEE,Libellule et coccinelle,ChIJWwqaMUFu5kcRYB3se1jDV9A,NFP (Nostalgique French Pub),0.7016
ChIJbS499BZx5kcRmaFUcXVqpok,Bibliothèque Jean-Claude Colliard - Université Paris 1 Panthéon-Sorbonne,ChIJLXD515Jx5kcR4-SD1sWoGJw,Hôtel de la Reine Blanche,0.7016
ChIJLXD515Jx5kcR4-SD1sWoGJw,Hôtel de la Reine Blanche,ChIJbS499BZx5kcRmaFUcXVqpok,Bibliothèque Jean-Claude Colliard - Université Paris 1 Panthéon-Sorbonne,0.7016
ChIJz8OO5Uxw5kcReyfu8SnN-A4,Les Artistes,ChIJ3_jD_LJx5kcRrieXxGR49Sw,La maison du vin,0.7016
ChIJY7ascFpu5kcRfjTgQWP10PE,Le Bistrot du Maquis,ChIJpfpw2dJv5kcR3sFajy8Br-U,L'helice Pub,0.7016
ChIJVVXFSItx5kcRL16KjAKgMf4,Phobia Escape Game Paris,ChIJQ7o6dkJx5kcRu0IFMYNVPnc,KAIYO Paris,0.7017
ChIJGfOuNutv5kcRRO3oOf-KgiI,Renaissance Paris Arc de Triomphe Hôtel,ChIJ67goeMBv5kcR2y7RokuVq8c,Les Films 13,0.7017
ChIJ67goeMBv5kcR2y7RokuVq8c,Les Films 13,ChIJGfOuNutv5kcRRO3oOf-KgiI,Renaissance Paris Arc de Triomphe Hôtel,0.7017
ChIJKdIzjYBv5kcRvvhpPfJktq0,Fluctuart - Centre d'art urbain,ChIJYdFBECdw5kcRhqMkIyDsQu0,Hôtel Le Walt by Inwood Hotels,0.7018
ChIJX-WC5QFv5kcRc-fo87gF8kM,Grand Hôtel Champs-Élysées,ChIJ___LgMZv5kcRq1EgcyBHeKo,Le R Cocktail Bar,0.702
ChIJ___LgMZv5kcRq1EgcyBHeKo,Le R Cocktail Bar,ChIJX-WC5QFv5kcRc-fo87gF8kM,Grand Hôtel Champs-Élysées,0.702
