Lieu_ID,Lieu,Lieu_Proche_ID,Lieu_Proche,Distance
ChIJs1l_CQBv5kcRwkEJVAarq1M,Biblioteca,ChIJnZVLJQBv5kcRoWVJPpZ4_X0,Grand hotel turin,0.0
ChIJnZVLJQBv5kcRoWVJPpZ4_X0,Grand hotel turin,ChIJnZVLJQBv5kcRoWVJPpZ4_X0,Grand hotel turin,0.0
ChIJEe5nqMRx5kcRc6SziBAcBS8,Bibliothèque d'Ichtyologie - Théodore Monod,ChIJEe5nqMRx5kcRc6SziBAcBS8,Bibliothèque d'Ichtyologie - Théodore Monod,0.0
ChIJq57OVwdx5kcRYUBT_tBItPM,Bibliothèque d'Anthropologie Maritime,ChIJEe5nqMRx5kcRc6SziBAcBS8,Bibliothèque d'Ichtyologie - Théodore Monod,0.0
ChIJq6pqhBZu5kcRceHUpTtMY3c,Théâtre Daunou,ChIJQ7wv8Ytv5kcRl0z_pWTPo3o,Festival de l'Autre Humour Paris 2020,0.003
ChIJQ7wv8Ytv5kcRl0z_pWTPo3o,Festival de l'Autre Humour Paris 2020,ChIJq6pqhBZu5kcRceHUpTtMY3c,Théâtre Daunou,0.003
ChIJ72cRF95v5kcRXxB4RJvgDSM,Dolci.,ChIJyQI0FD5u5kcRtuWcipjf8Jc,AU LOUP,0.3185
ChIJyQI0FD5u5kcRtuWcipjf8Jc,AU LOUP,ChIJ72cRF95v5kcRXxB4RJvgDSM,Dolci.,0.3185
ChIJqb-gsThu5kcRG63PsVkpZyA,Bulles en tête Le Peletier,ChIJTyZF84hv5kcR9YTdd-b0h4s,Stella Café ® Teatime Paris,0.3292
ChIJTyZF84hv5kcR9YTdd-b0h4s,Stella Café ® Teatime Paris,ChIJqb-gsThu5kcRG63PsVkpZyA,Bulles en tête Le Peletier,0.3292
ChIJNQFN9Utu5kcRhWHZHCUc6U4,The Coq and Bulldog,ChIJZ3LdY0xu5kcReTnlLtT9qxQ,Mia Café,0.3332
ChIJZ3LdY0xu5kcReTnlLtT9qxQ,Mia Café,ChIJNQFN9Utu5kcRhWHZHCUc6U4,The Coq and Bulldog,0.3332
ChIJAb-jrhdu5kcRivcvUj0BLU8,Caminito,ChIJucg0qyJu5kcRKIbF4ecB_ko,Restaurant Bachaumont,0.3649
ChIJucg0qyJu5kcRKIbF4ecB_ko,Restaurant Bachaumont,ChIJAb-jrhdu5kcRivcvUj0BLU8,Caminito,0.3649
ChIJQ36owoVv5kcR8FjbLs82sPQ,Atti Café,ChIJmx0LcBZu5kcR-wpNmXjqCHw,Les visites de Paris,0.3713
ChIJmx0LcBZu5kcR-wpNmXjqCHw,Les visites de Paris,ChIJQ36owoVv5kcR8FjbLs82sPQ,Atti Café,0.3713
ChIJo8EpzExv5kcRUmdn_P6qd1c,Les Chartrons,ChIJZR5X0h1v5kcRKHX-v-Duw_Y,Restaurant L'Oyat,0.3722
ChIJZR5X0h1v5kcRKHX-v-Duw_Y,Restaurant L'Oyat,ChIJo8EpzExv5kcRUmdn_P6qd1c,Les Chartrons,0.3722
ChIJe5A7IhVu5kcRcRVOs6Nj_wg,Hôtel Titon,ChIJy5OQuRRu5kcRxZdZUtLjuIQ,Cinéma Defacto,0.3861
ChIJy5OQuRRu5kcRxZdZUtLjuIQ,Cinéma Defacto,ChIJe5A7IhVu5kcRcRVOs6Nj_wg,Hôtel Titon,0.3861
ChIJ8TxnRPZt5kcRHew2Kk6-D9s,Il Bacaro,ChIJn0W4ymFt5kcRo74E4Wrk7bI,Chez Funda,0.3953
ChIJn0W4ymFt5kcRo74E4Wrk7bI,Chez Funda,ChIJ8TxnRPZt5kcRHew2Kk6-D9s,Il Bacaro,0.3953
ChIJocflreJx5kcReuhFDSLKLQk,Église Saint-Gervais,ChIJ9yTougJu5kcRxuvB58hRxS4,Comme à Lisbonne,0.411
ChIJ9yTougJu5kcRxuvB58hRxS4,Comme à Lisbonne,ChIJocflreJx5kcReuhFDSLKLQk,Église Saint-Gervais,0.411
ChIJn1aMHgdu5kcRsJcQVAd-biM,LuckyBastard,ChIJzZjbdP1t5kcRLc_axPP36dc,LES PLANQUES - Bar Paris 11 Oberkampf,0.4203
ChIJzZjbdP1t5kcRLc_axPP36dc,LES PLANQUES - Bar Paris 11 Oberkampf,ChIJn1aMHgdu5kcRsJcQVAd-biM,LuckyBastard,0.4203
ChIJZazvjMZv5kcREZMvWJYA6q8,L'Arôme,ChIJ0-OQK89v5kcRXguvsj94NRk,Café Antonia,0.4262
ChIJ0-OQK89v5kcRXguvsj94NRk,Café Antonia,ChIJZazvjMZv5kcREZMvWJYA6q8,L'Arôme,0.4262
ChIJ871iyhlu5kcRmKuQv9m2NX0,La Cave de Martin,ChIJZQBGrRdu5kcRd7THl_81ttg,L'Ivress Sentier,0.4268
ChIJZQBGrRdu5kcRd7THl_81ttg,L'Ivress Sentier,ChIJ871iyhlu5kcRmKuQv9m2NX0,La Cave de Martin,0.4268
ChIJe7buYCNx5kcRUFSGQroz3DM,Shekamou,ChIJg_lh96Rx5kcRvp9W0aUuiAc,Librairie Perse en Poche (Naakojaa Utopiran),0.4376
ChIJg_lh96Rx5kcRvp9W0aUuiAc,Librairie Perse en Poche (Naakojaa Utopiran),ChIJe7buYCNx5kcRUFSGQroz3DM,Shekamou,0.4376
ChIJ44G6CuFv5kcRUJh-LQyLNqk,Black Sheep,ChIJhwjUmEVu5kcRux1nmEfgh0c,Marlusse et Lapin,0.4382
ChIJhwjUmEVu5kcRux1nmEfgh0c,Marlusse et Lapin,ChIJ44G6CuFv5kcRUJh-LQyLNqk,Black Sheep,0.4382
ChIJGU5-0vFt5kcR9lJ0UAfL9BI,Le Grand Jeu,ChIJlfN6Pu5t5kcRPXeQIh9DWak,Librairie musulmane Al Kitab,0.4445
ChIJlfN6Pu5t5kcRPXeQIh9DWak,Librairie musulmane Al Kitab,ChIJGU5-0vFt5kcR9lJ0UAfL9BI,Le Grand Jeu,0.4445
ChIJS5Irevlt5kcRh_bARgCHK7Y,BODOMA - Craft bar / Café,ChIJ6a6rMpxt5kcRhf4xQmZRcuE,YOLEE restaurant coréen,0.4469
ChIJ6a6rMpxt5kcRhf4xQmZRcuE,YOLEE restaurant coréen,ChIJS5Irevlt5kcRh_bARgCHK7Y,BODOMA - Craft bar / Café,0.4469
ChIJD2H2EuZx5kcROFuD37v4OSI,Le Petit Café,ChIJjZtBkeVx5kcR5LXxdFgtyDo,Strada Café,0.4501
ChIJjZtBkeVx5kcR5LXxdFgtyDo,Strada Café,ChIJD2H2EuZx5kcROFuD37v4OSI,Le Petit Café,0.4501
ChIJf1oga5Rx5kcRSMIbRjmi2d0,Librairie les Oiseaux Rares,ChIJOwSFWg5x5kcRTAwp6Dg34Wk,THE IRISHMAN,0.4513
ChIJR87SU5Jx5kcR0vgMO7y2HyA,Manufacture des Gobelins,ChIJr-bFWVBl5kcRIOx-tTYwetE,La Manufacture Hotel - Paris,0.4513
ChIJr-bFWVBl5kcRIOx-tTYwetE,La Manufacture Hotel - Paris,ChIJR87SU5Jx5kcR0vgMO7y2HyA,Manufacture des Gobelins,0.4513
ChIJOwSFWg5x5kcRTAwp6Dg34Wk,THE IRISHMAN,ChIJf1oga5Rx5kcRSMIbRjmi2d0,Librairie les Oiseaux Rares,0.4513
ChIJKxi5iuZx5kcRxY_qRE6prgk,Hôtel Atmosphères,ChIJfx_wRO9x5kcRTo8a5I2E5wU,Hôtel des Grandes Écoles Paris 5 Quartier Latin,0.4544
ChIJfx_wRO9x5kcRTo8a5I2E5wU,Hôtel des Grandes Écoles Paris 5 Quartier Latin,ChIJKxi5iuZx5kcRxY_qRE6prgk,Hôtel Atmosphères,0.4544
ChIJizggvyBu5kcRqb8xJVCQPQE,Square du Vert-Galant,ChIJ8R5-hOBx5kcRsCOdfj8GLeY,Albe Hôtel,0.4568
ChIJ8R5-hOBx5kcRsCOdfj8GLeY,Albe Hôtel,ChIJizggvyBu5kcRqb8xJVCQPQE,Square du Vert-Galant,0.4568
ChIJfxzDOUxv5kcR5DN3x7i61p4,Huddle Coffee,ChIJzSYV-gZu5kcRRa_GSsAG0zc,Ob-La-Di,0.457
ChIJzSYV-gZu5kcRRa_GSsAG0zc,Ob-La-Di,ChIJfxzDOUxv5kcR5DN3x7i61p4,Huddle Coffee,0.457
ChIJ4euym0tu5kcRkAbawOT3HVU,Les Barrés,ChIJdzv7ZRdu5kcRxMGLqTNqNeI,Les Domaines Qui Montent - Caviste - Quartier Montorgueil,0.4579
ChIJdzv7ZRdu5kcRxMGLqTNqNeI,Les Domaines Qui Montent - Caviste - Quartier Montorgueil,ChIJ4euym0tu5kcRkAbawOT3HVU,Les Barrés,0.4579
ChIJX0ye0AFv5kcRqHNgrQTN5Vg,Le Katre,ChIJgWoRNjRv5kcR2422TYAEnyE,Restaurant L'Évadé Bistronomie Paris 9,0.4585
ChIJgWoRNjRv5kcR2422TYAEnyE,Restaurant L'Évadé Bistronomie Paris 9,ChIJX0ye0AFv5kcRqHNgrQTN5Vg,Le Katre,0.4585
ChIJIwDp4Q5u5kcReEJkb-lOKHo,Ti' Cap,ChIJo8EpzExv5kcRUmdn_P6qd1c,Les Chartrons,0.4593
ChIJSX0lZtlv5kcRToqw-KI1zc0,"Kani Restaurant Italien à Paris, Pinsa, Pasta e Piatti",ChIJl6Mbw91v5kcR7lSFYIf-7iQ,Les Vitelloni,0.4595
ChIJl6Mbw91v5kcR7lSFYIf-7iQ,Les Vitelloni,ChIJSX0lZtlv5kcRToqw-KI1zc0,"Kani Restaurant Italien à Paris, Pinsa, Pasta e Piatti",0.4595
ChIJKZFjOAZt5kcRmcKVNJFeMrY,Librairie Les Parages,ChIJn0W4ymFt5kcRo74E4Wrk7bI,Chez Funda,0.4616
ChIJN_VadQtu5kcRLwEl3jggM4s,Brasserie de l'Hôtel du Nord,ChIJV9nlWAxu5kcRM9aGsVh7bVo,Gravity Bar,0.4624
ChIJV9nlWAxu5kcRM9aGsVh7bVo,Gravity Bar,ChIJN_VadQtu5kcRLwEl3jggM4s,Brasserie de l'Hôtel du Nord,0.4624
ChIJXX8yNvNx5kcRZC0jLBfF22s,La Fût Gueuze,ChIJS3pghvNx5kcR_IrxmcDc0lA,Sellae,0.4642
ChIJS3pghvNx5kcR_IrxmcDc0lA,Sellae,ChIJXX8yNvNx5kcRZC0jLBfF22s,La Fût Gueuze,0.4642
ChIJcarEjuZx5kcR23v0Y2K-HK0,Hotel La Lanterne & Spa by Timhotel,ChIJBRNtS91x5kcRpp2o5UygPIs,Madeleine de Senlis,0.4659
ChIJBRNtS91x5kcRpp2o5UygPIs,Madeleine de Senlis,ChIJcarEjuZx5kcR23v0Y2K-HK0,Hotel La Lanterne & Spa by Timhotel,0.4659
ChIJc3svhR5u5kcRr54mtgfFpWU,Meating Corner - Marais,ChIJC5wv_Btu5kcRAJq-TMasj_M,Barberousse Paris,0.4674
ChIJC5wv_Btu5kcRAJq-TMasj_M,Barberousse Paris,ChIJc3svhR5u5kcRr54mtgfFpWU,Meating Corner - Marais,0.4674
ChIJKam8O4xx5kcRfSzL-gS77F0,Hotel inn Paris Place d'Italie,ChIJm_46IItx5kcR6MgPl2-OPpU,P'tit Coco,0.4675
ChIJm_46IItx5kcR6MgPl2-OPpU,P'tit Coco,ChIJKam8O4xx5kcRfSzL-gS77F0,Hotel inn Paris Place d'Italie,0.4675
ChIJ_7E6YJ1v5kcRSSnKVHUd6JI,Ici librairie indépendante,ChIJQ36owoVv5kcR8FjbLs82sPQ,Atti Café,0.4678
ChIJOWmfaBFu5kcR41lNtDWzQwo,Le Saint Denis,ChIJmx0LcBZu5kcR-wpNmXjqCHw,Les visites de Paris,0.4684
ChIJPSLgUuBt5kcRrcvnJWg9cHw,Le Dude,ChIJyzvdFuZt5kcRO_Gb84ElkbI,Le Grand Bain,0.4688
ChIJyzvdFuZt5kcRO_Gb84ElkbI,Le Grand Bain,ChIJPSLgUuBt5kcRrcvnJWg9cHw,Le Dude,0.4688
ChIJ0WlK53tx5kcRQjsB4BD_DY4,Librairie Volontaires,ChIJrxZOZuZx5kcRzJS0Yo9WsOI,L'Entredeux Paris,0.4693
ChIJrxZOZuZx5kcRzJS0Yo9WsOI,L'Entredeux Paris,ChIJ0WlK53tx5kcRQjsB4BD_DY4,Librairie Volontaires,0.4693
ChIJg1756fBt5kcR82KOYx4NyZI,LE GRAND BALLS,ChIJn5gV0y1t5kcR79BLnmgLNj0,Chulla Vida - Restaurant - Paris 11,0.4714
ChIJn5gV0y1t5kcR79BLnmgLNj0,Chulla Vida - Restaurant - Paris 11,ChIJg1756fBt5kcR82KOYx4NyZI,LE GRAND BALLS,0.4714
ChIJFczQXidw5kcRcmltFO7GGe8,L'Éclair,ChIJh32iCt9v5kcRv8zeQH_P9hI,Le Petit Cler,0.4715
ChIJh32iCt9v5kcRv8zeQH_P9hI,Le Petit Cler,ChIJFczQXidw5kcRcmltFO7GGe8,L'Éclair,0.4715
ChIJ96U7a4Nv5kcRo0aizQBle2o,PARDI,ChIJf-OF5Ndv5kcRVhviq6Kz-0w,Grand Café d'Athènes,0.4724
ChIJf-OF5Ndv5kcRVhviq6Kz-0w,Grand Café d'Athènes,ChIJ96U7a4Nv5kcRo0aizQBle2o,PARDI,0.4724
ChIJc0Sdqrpv5kcRhbtl4cwgZlI,Lost Generation,ChIJjU6FbFZv5kcR5LMj4BLSlzs,Manolita Paris,0.4728
ChIJjU6FbFZv5kcR5LMj4BLSlzs,Manolita Paris,ChIJc0Sdqrpv5kcRhbtl4cwgZlI,Lost Generation,0.4728
ChIJuf-LT-9x5kcRBJjjX86CFHE,Ninon,ChIJsRVH-dxx5kcRN-V5vBOYljg,Pub O'Prince,0.4757
ChIJsRVH-dxx5kcRN-V5vBOYljg,Pub O'Prince,ChIJuf-LT-9x5kcRBJjjX86CFHE,Ninon,0.4757
ChIJjxVzsNhv5kcR1hrs6_LnEV0,Cler Hotel,ChIJCUbjmiBw5kcRetgzuVKmTwc,Le Royal Bar,0.4769
ChIJCUbjmiBw5kcRetgzuVKmTwc,Le Royal Bar,ChIJjxVzsNhv5kcR1hrs6_LnEV0,Cler Hotel,0.4769
ChIJXQnTVRdu5kcRytE2knEJK3E,Le tipsy,ChIJ2yf0bxBu5kcR539jzGvoDsc,Musée Technologique et Industriel,0.478
ChIJ2yf0bxBu5kcR539jzGvoDsc,Musée Technologique et Industriel,ChIJXQnTVRdu5kcRytE2knEJK3E,Le tipsy,0.478
ChIJQ-V5FQBy5kcRRd_d6D3GQGg,Restaurant H,ChIJAQAEqgdy5kcRud_WkIUUUvk,Barawine,0.4782
ChIJAQAEqgdy5kcRud_WkIUUUvk,Barawine,ChIJQ-V5FQBy5kcRRd_d6D3GQGg,Restaurant H,0.4782
ChIJqXBb2upt5kcRtQwWkiUTYsc,Les Rigoles,ChIJNQVLuJRt5kcRzTsV-RT3CCg,Regard Saint-Martin,0.4787
ChIJNQVLuJRt5kcRzTsV-RT3CCg,Regard Saint-Martin,ChIJqXBb2upt5kcRtQwWkiUTYsc,Les Rigoles,0.4787
ChIJZxU7_uxt5kcRS-mDTPuXolo,BAR DE LA LIBERTÉ,ChIJRRqf2Oxt5kcRyVZx4e6Vx1U,Les Plateaux Sauvages,0.4793
ChIJRRqf2Oxt5kcRyVZx4e6Vx1U,Les Plateaux Sauvages,ChIJZxU7_uxt5kcRS-mDTPuXolo,BAR DE LA LIBERTÉ,0.4793
ChIJ9S4iK4dx5kcRe6cqig6MU14,La Barra,ChIJ335a1uJx5kcR4PtYN7Ye0bY,Comptoir des Elixirs,0.4805
ChIJk2OLFM9x5kcRLEaHtYhVBpk,mk2 Parnasse,ChIJK5kcccxx5kcR4jq3Rxc3T5M,Pathé Montparnos,0.4805
ChIJ335a1uJx5kcR4PtYN7Ye0bY,Comptoir des Elixirs,ChIJ9S4iK4dx5kcRe6cqig6MU14,La Barra,0.4805
ChIJK5kcccxx5kcR4jq3Rxc3T5M,Pathé Montparnos,ChIJk2OLFM9x5kcRLEaHtYhVBpk,mk2 Parnasse,0.4805
ChIJ9ZPVQFJv5kcRyMvhErfKBho,La Quéquetterie,ChIJLdGqdRhu5kcRVC8N4HJKjrg,ÉTIENNE MARCEL PARIS,0.4808
ChIJLdGqdRhu5kcRVC8N4HJKjrg,ÉTIENNE MARCEL PARIS,ChIJ9ZPVQFJv5kcRyMvhErfKBho,La Quéquetterie,0.4808
ChIJOdi_8o5x5kcR46CbkVw5zA4,La Place,ChIJcWEq945x5kcRDcHe4mvxnJc,La Terrasse d'Italie,0.4817
ChIJcWEq945x5kcRDcHe4mvxnJc,La Terrasse d'Italie,ChIJOdi_8o5x5kcR46CbkVw5zA4,La Place,0.4817
ChIJZ5o_qS9u5kcRinVMSDcDh6k,Hôtel Le Pradey - Paris - 1e arrondissement,ChIJgwkWPi5u5kcRi-kESyLCRRU,Maison Ô,0.482
ChIJgwkWPi5u5kcRi-kESyLCRRU,Maison Ô,ChIJZ5o_qS9u5kcRinVMSDcDh6k,Hôtel Le Pradey - Paris - 1e arrondissement,0.482
ChIJgT9Utjxu5kcRaojKDRUZNoM,Basilique Notre-Dame-des-Victoires,ChIJP-sdWztu5kcRmKJqBJVhzfw,Danico Cocktail Bar,0.4835
ChIJP-sdWztu5kcRmKJqBJVhzfw,Danico Cocktail Bar,ChIJgT9Utjxu5kcRaojKDRUZNoM,Basilique Notre-Dame-des-Victoires,0.4835
ChIJc7V7cjxu5kcRuwWAuC_JLTM,Le Pain Quotidien,ChIJyU8uPrdv5kcRGSZe9V1cMU8,Hôtel Madame Rêve,0.4847
ChIJyU8uPrdv5kcRGSZe9V1cMU8,Hôtel Madame Rêve,ChIJc7V7cjxu5kcRuwWAuC_JLTM,Le Pain Quotidien,0.4847
ChIJRWLLFTtu5kcRhYhBlSR6908,Bibliothèque nationale de France (BnF) | Richelieu : Musée et Salle ovale,ChIJyU8uPrdv5kcRGSZe9V1cMU8,Hôtel Madame Rêve,0.485
ChIJm_zghENu5kcRRYb0TBOxMtQ,L'Arsouille,ChIJhwjUmEVu5kcRux1nmEfgh0c,Marlusse et Lapin,0.4851
ChIJ79wqUztu5kcRA23MX1W9i1I,Galerie Colbert,ChIJy69LRDtu5kcRSFHWV61mCtY,Librairie Jousseaume,0.4853
ChIJy69LRDtu5kcRSFHWV61mCtY,Librairie Jousseaume,ChIJ79wqUztu5kcRA23MX1W9i1I,Galerie Colbert,0.4853
ChIJt23PKlVl5kcRxO5No2uQA-w,CHEZ TONY bistrot français PARIS 16 La Muette,ChIJ374cYKx65kcR42ICwUdarlc,Numéro 41,0.4854
ChIJ374cYKx65kcR42ICwUdarlc,Numéro 41,ChIJt23PKlVl5kcRxO5No2uQA-w,CHEZ TONY bistrot français PARIS 16 La Muette,0.4854
ChIJaSE4H0Ru5kcRphhe4xHkYdQ,Librairie Vendredi,ChIJCy0KKcdv5kcR_f2HM2r1A68,Les Blancs Becs,0.4856
ChIJCy0KKcdv5kcR_f2HM2r1A68,Les Blancs Becs,ChIJaSE4H0Ru5kcRphhe4xHkYdQ,Librairie Vendredi,0.4856
ChIJVTEm3wtx5kcRetiklv_9-MI,Alexandre BAR PUB Paris 05,ChIJufI95OBx5kcRxK9oRS0cu4s,Georges Café,0.4878
ChIJufI95OBx5kcRxK9oRS0cu4s,Georges Café,ChIJVTEm3wtx5kcRetiklv_9-MI,Alexandre BAR PUB Paris 05,0.4878
ChIJw2nOM-Rv5kcRkILdyC7xat4,Green Farmer's Paris,ChIJLWF2nEtu5kcRuxaT4U86RE8,Le Passé Composé,0.4883
ChIJLWF2nEtu5kcRuxaT4U86RE8,Le Passé Composé,ChIJw2nOM-Rv5kcRkILdyC7xat4,Green Farmer's Paris,0.4883
ChIJWZjZQHFv5kcRn6odEAFJPps,Laurier - Maison Mavrommatis,ChIJL3mnUa9v5kcR3-A_lx8rDtA,Coutume Hôtel Mathis | Torréfacteur | Coffee shop | Brunch,0.4885
ChIJL3mnUa9v5kcR3-A_lx8rDtA,Coutume Hôtel Mathis | Torréfacteur | Coffee shop | Brunch,ChIJWZjZQHFv5kcRn6odEAFJPps,Laurier - Maison Mavrommatis,0.4885
ChIJO3r2QqRt5kcRM-ZVsjWdIXk,Le Zabar bar bistrot,ChIJmVF0n-xt5kcRxJy99xFtMJ4,Le Popul'Air,0.4886
ChIJmVF0n-xt5kcRxJy99xFtMJ4,Le Popul'Air,ChIJO3r2QqRt5kcRM-ZVsjWdIXk,Le Zabar bar bistrot,0.4886
ChIJ4aDi6tht5kcRg17JP3gtXfo,Hôtel de la Comète,ChIJk_qqE9dt5kcRVdgDeyMT_pg,Hôtel du Quai de Seine,0.489
ChIJk_qqE9dt5kcRVdgDeyMT_pg,Hôtel du Quai de Seine,ChIJ4aDi6tht5kcRg17JP3gtXfo,Hôtel de la Comète,0.489
ChIJ6VmGh7dv5kcR32uxgrtK3Z4,Musée Nissim de Camondo,ChIJ7Q8mvlJv5kcR_DZphr_sI2w,Citrus,0.4907
ChIJ7Q8mvlJv5kcR_DZphr_sI2w,Citrus,ChIJ6VmGh7dv5kcR32uxgrtK3Z4,Musée Nissim de Camondo,0.4907
ChIJfZcRUUVu5kcRNYNZmU7q2M0,Hôtel Bonséjour,ChIJsZ-a2E1u5kcRJySCnxAT4hM,LE SPEAKART BAR,0.491
ChIJsZ-a2E1u5kcRJySCnxAT4hM,LE SPEAKART BAR,ChIJfZcRUUVu5kcRNYNZmU7q2M0,Hôtel Bonséjour,0.491
ChIJCSK4OFxu5kcR2LNZM286-UE,Le Coin des Amis Montmartre,ChIJr5_76w1v5kcRjUBXG0ejPlw,Le Lamarck,0.491
ChIJr5_76w1v5kcRjUBXG0ejPlw,Le Lamarck,ChIJCSK4OFxu5kcR2LNZM286-UE,Le Coin des Amis Montmartre,0.491
ChIJn2By5Wdu5kcRjdGY3fhQL2I,La Chope du Château Rouge,ChIJ3zypfl5u5kcRO_9l3tzrrg8,Café Pimpin 18e,0.4921
ChIJ3zypfl5u5kcRO_9l3tzrrg8,Café Pimpin 18e,ChIJn2By5Wdu5kcRjdGY3fhQL2I,La Chope du Château Rouge,0.4921
ChIJqdM6oN9v5kcRQ715dAPo9iU,Fontaine du Gros Caillou,ChIJCUbjmiBw5kcRetgzuVKmTwc,Le Royal Bar,0.4924
ChIJGxY6ihVx5kcRTWXvxMhKC-w,CRAVAN Paris 6e,ChIJOdPf9tlx5kcRsm98EYUdFtA,L'Atelier Roulière,0.4933
ChIJOdPf9tlx5kcRsm98EYUdFtA,L'Atelier Roulière,ChIJGxY6ihVx5kcRTWXvxMhKC-w,CRAVAN Paris 6e,0.4933
ChIJdWDjJgBt5kcR4SlwUyldu6k,Le Nouveau Magnolia,ChIJa0gnB3hy5kcRN5icGTFdTVU,Moki bar,0.4977
ChIJa0gnB3hy5kcRN5icGTFdTVU,Moki bar,ChIJdWDjJgBt5kcR4SlwUyldu6k,Le Nouveau Magnolia,0.4977
ChIJndG1D0Rv5kcRzCT9L700O1Q,"Beauquartier - Marais, Vertus",ChIJoXjzXBpu5kcRxcAyAUf7Oy8,Partisan Café Artisanal,0.4978
ChIJoXjzXBpu5kcRxcAyAUf7Oy8,Partisan Café Artisanal,ChIJndG1D0Rv5kcRzCT9L700O1Q,"Beauquartier - Marais, Vertus",0.4978
ChIJYdFBECdw5kcRhqMkIyDsQu0,Hôtel Le Walt by Inwood Hotels,ChIJY_lzUCdw5kcRnsOcoCxd640,Hôtel du Cadran by Collection Vesper,0.4992
ChIJY_lzUCdw5kcRnsOcoCxd640,Hôtel du Cadran by Collection Vesper,ChIJYdFBECdw5kcRhqMkIyDsQu0,Hôtel Le Walt by Inwood Hotels,0.4992
ChIJsXKCSMVt5kcRbyk5Tz8XWVQ,Les Chics Types,ChIJhUVwal9t5kcR1rYUjO5nyKY,Soup'son,0.4995
ChIJhUVwal9t5kcR1rYUjO5nyKY,Soup'son,ChIJsXKCSMVt5kcRbyk5Tz8XWVQ,Les Chics Types,0.4995
ChIJo1Gm9PBv5kcRF3Q_cKOWyHQ,Pendule de Foucault,ChIJJ9f6gwVu5kcRllvYGwoQGFM,La Ruée vers l'Orge,0.4997
ChIJJ9f6gwVu5kcRllvYGwoQGFM,La Ruée vers l'Orge,ChIJo1Gm9PBv5kcRF3Q_cKOWyHQ,Pendule de Foucault,0.4997
ChIJaaljlmtt5kcR747nkkVfPAg,Café Lune,ChIJgQaAN-xt5kcRceobM3eI6k0,Demain C'est Loin,0.4998
ChIJgQaAN-xt5kcRceobM3eI6k0,Demain C'est Loin,ChIJaaljlmtt5kcR747nkkVfPAg,Café Lune,0.4998
ChIJqYX3yJNt5kcReVPepISRrj4,Cours CriArt'istes // Compagnie des CriArts,ChIJZxU7_uxt5kcRS-mDTPuXolo,BAR DE LA LIBERTÉ,0.5001
ChIJ9b7u6Yhv5kcRSCbXm42C8yU,IVY - Bar à Cocktails & Tapas,ChIJC5wv_Btu5kcRAJq-TMasj_M,Barberousse Paris,0.5003
ChIJp-VRwWhy5kcRdKyPrQPDewU,Atout livre Daumesnil,ChIJHQbV3Wty5kcRwZNX5PiWbAo,Librairie Diffusion La Brèche,0.5005
ChIJHQbV3Wty5kcRwZNX5PiWbAo,Librairie Diffusion La Brèche,ChIJp-VRwWhy5kcRdKyPrQPDewU,Atout livre Daumesnil,0.5005
ChIJB2Tm_CZw5kcR7ulOa5w2xjU,Zia,ChIJDdlHVC9w5kcRAnOrwjpqu6k,Restaurant Gemellus,0.5011
ChIJDdlHVC9w5kcRAnOrwjpqu6k,Restaurant Gemellus,ChIJB2Tm_CZw5kcR7ulOa5w2xjU,Zia,0.5011
ChIJ1Tjg6fJx5kcROWdRcwWgerU,Tadam,ChIJ4x6GRPJx5kcRYEiThcBqZM4,Baca'v Paris par Gilles Choukroun,0.5012
ChIJ4x6GRPJx5kcRYEiThcBqZM4,Baca'v Paris par Gilles Choukroun,ChIJ1Tjg6fJx5kcROWdRcwWgerU,Tadam,0.5012
ChIJg_AmhiBw5kcRo714SmSMlP4,Restaurant italien pizzeria la gourmandise,ChIJjxVzsNhv5kcR1hrs6_LnEV0,Cler Hotel,0.5014
ChIJU22EryVv5kcR3XLR1CB5D68,Benjamin Schmitt Restaurant,ChIJCy0KKcdv5kcR_f2HM2r1A68,Les Blancs Becs,0.5021
ChIJl6cq205u5kcRCRiGFnOgGBM,Hôtel Joke - Astotel,ChIJO2gKk7lv5kcRy6hoN_qAymU,Hôtel Rochechouart,0.5021
ChIJO2gKk7lv5kcRy6hoN_qAymU,Hôtel Rochechouart,ChIJl6cq205u5kcRCRiGFnOgGBM,Hôtel Joke - Astotel,0.5021
ChIJu0Sg-TBu5kcRUIDfQSE4_yw,Harry's Bar Paris,ChIJJ_415TNu5kcRqJBa2RJ7-xQ,AO Izakaya,0.5021
ChIJJ_415TNu5kcRqJBa2RJ7-xQ,AO Izakaya,ChIJu0Sg-TBu5kcRUIDfQSE4_yw,Harry's Bar Paris,0.5021
ChIJ-ZaxZFBv5kcR4WECEx5WSbA,Librairie L'Humeur Vagabonde,ChIJGxgN2ltu5kcRu7v9WlThiFo,L'Étoile de Montmartre,0.5028
ChIJGxgN2ltu5kcRu7v9WlThiFo,L'Étoile de Montmartre,ChIJ-ZaxZFBv5kcR4WECEx5WSbA,Librairie L'Humeur Vagabonde,0.5028
ChIJgb8VSRhu5kcRMsJSbUvCGTI,Restaurant L'Apibo,ChIJHxzw2Rlu5kcREm706GCn4ro,aveK,0.5042
ChIJiWtVEApy5kcRGNWeyGlkJ4c,Bistrot Beyrouth,ChIJ5SGsNgZy5kcRPHrSWxkajAA,Feuilles en folie,0.5042
ChIJ5SGsNgZy5kcRPHrSWxkajAA,Feuilles en folie,ChIJiWtVEApy5kcRGNWeyGlkJ4c,Bistrot Beyrouth,0.5042
